county,state,season,latitude,longitude,date,classification,temperature_high,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,pressure,uv_index,visibility,wind_bearing,wind_speed
Stevens County,Washington,Summer,48.03062,-117.5429,8/30/2015,Class A,64.39,48.86,46.1,0.68,0.51,0.54,0.0064,1011.57,5,8.94,203,4.09
Berkshire County,Massachusetts,Summer,42.7396,-73.21289,9/5/2015,Class A,81.39,53.61,56.15,0.71,0.03,0.75,0,1023.96,7,9.94,172,0.14
Bedford County,Virginia,Fall,37.38661,-79.55045,9/9/2015,Class A,86.23,70.17,68.74,0.8,0.34,0.89,0.0002,1014.02,6,9.93,228,0.1
Clermont County,Ohio,Fall,39.00175,-84.14354,9/13/2015,Class B,68.01,47.79,48.18,0.73,0.48,0.01,0,1016.96,6,5.36,299,1.22
Mercer County,Pennsylvania,Summer,41.05,-80.50751,8/15/2015,Class A,84.14,61.77,65.48,0.78,0.33,0.04,0,1021.13,6,1.82,259,0.06
Lorain County,Ohio,Summer,41.40985,-82.11172,8/15/1985,Class A,81.37,66.88,68.08,0.83,0.95,0.97,0.03,1014.29,5,5.46,236,3.93
Ashland County,Ohio,Summer,40.61111,-82.29642,9/18/2015,Class B,81.6,66.72,57.98,0.74,0.23,0.17,0,1014.41,7,2.96,191,2.06
Pierce County,Washington,Fall,46.86113,-122.2669,11/20/2014,Class B,49.9,44.53,43.46,0.93,0.99,0.94,0.0031,1014.54,1,9.83,91,0.2
Warren County,New Jersey,Summer,40.89452,-74.79077,10/2/2015,Class B,49.06,44.24,44.41,0.87,0.93,0.67,0.0092,1022.92,3,9.16,45,2.87
Mono County,California,Fall,38.04679,-119.2654,10/2/2015,Class B,51.16,28.72,30.88,0.75,0.23,0.67,0,1018.17,7,10,27,1.3
Windsor County,Vermont,Spring,43.43623,-72.43684,5/24/2015,Class B,74.69,49.44,37.31,0.49,0.07,0.22,0,1021.99,10,10,254,1.57
McKean County,Pennsylvania,Unknown,41.73315,-78.93985,1/1/2006,Class B,33.37,29.76,27.75,0.86,0.97,0.06,0.0008,1015.84,1,7.93,250,3.42
Belmont County,Ohio,Fall,39.91209,-81.04791,10/4/2015,Class B,67.47,49.29,51.54,0.8,0.52,0.74,0,1021.78,4,1.24,61,1.39
Robeson County,North Carolina,Fall,34.5287,-79.26708,10/13/2015,Class A,78.71,57.45,60.74,0.77,0.11,0.02,0,1007.83,6,10,232,6.07
Windham County,Vermont,Fall,42.86222,-72.60887,4/5/2016,Class B,33.45,14.48,8.54,0.55,0.03,0.93,0.0019,1024.47,7,5.89,348,1.56
Stevens County,Washington,Fall,48.18676,-118.0076,9/5/2015,Class B,45.8,37.89,42.94,0.94,0.99,0.76,0.0108,1013.49,4,8.95,351,0.55
Washington County,Pennsylvania,Fall,40.04755,-80.25645,10/1/1978,Class B,69.86,44.03,54.65,0.83,0.77,0.98,0.0031,1017.62,4,6.68,289,3.78
Lake County,Florida,Fall,29.00086,-81.64167,11/5/2015,Class A,86.93,69.59,71.62,0.81,0.18,0.82,0,1021.29,4,10,94,2.01
Pierce County,Washington,Summer,47.09982,-122.6246,6/1/2012,Class B,66.54,53.5,57.76,0.88,0.87,0.4,0.0073,1014.14,4,9.64,238,1.8
Blount County,Alabama,Summer,33.89833,-86.84557,1/14/2014,Class A,58.16,37.86,39.26,0.73,0.38,0.46,0.0022,1015.56,3,9.54,294,2.21
Jackson County,Illinois,Fall,37.85126,-89.23383,11/2/2015,Class A,58.61,52.5,51.82,0.95,0.95,0.72,0,1016.53,3,4.01,303,0.43
Pierce County,Washington,Fall,47.34805,-122.741,11/11/2015,Class A,51.97,41.5,41.66,0.82,0.45,0.01,0.004,1024.52,2,10,204,2.64
Gallatin County,Montana,Summer,45.7922,-111.3637,11/26/2015,Class B,20.49,5.35,1.46,0.65,0.08,0.54,0.0002,1037.98,1,10,130,0.4
Lawrence County,Kentucky,Fall,38.05344,-82.5446,10/21/2015,Class B,74.99,47.74,42.43,0.67,0.02,0.29,0.001,1026.3,5,8.251,195,1.85
Union County,Illinois,Fall,37.4351,-89.30203,11/21/2015,Class A,42.69,23.67,29.99,0.7,0.73,0.35,0.0056,1019.03,2,9.72,301,4.39
Muskingum County,Ohio,Fall,40.01209,-82.13298,12/1/2015,Class B,58.61,39.72,49.46,0.96,0.84,0.7,0.0063,1012.79,2,2.13,199,0.76
Lake County,Florida,Fall,28.20249,-81.45163,9/26/2015,Class B,88.88,75.12,74.65,0.85,0.35,0.45,0.0003,1013.7,7,9.96,87,1.44
White County,Arkansas,Winter,35.34737,-91.60007,12/28/2015,Class A,50.92,36.95,39.7,0.81,0.95,0.61,0.0557,1004.71,2,9.49,248,4.79
Montgomery County,Texas,Winter,30.52897,-95.72607,1/4/2016,Class B,59.82,32.84,35.4,0.7,0,0.83,0,1025.69,4,10,19,1.01
Pierce County,Washington,Summer,46.958,-122.6755,6/24/1997,Class B,67.01,47.5,47.1,0.73,0.55,0.64,0,1022.76,5,9.37,14,1.91
Crawford County,Missouri,Summer,37.99225,-91.42575,6/1/2010,Class B,88.13,67.43,66.87,0.74,0.11,0.65,0,1011.11,8,9.55,195,1.9
Powell County,Kentucky,Winter,37.53918,-83.46014,12/22/2015,Class B,61.69,57.25,54.85,0.9,0.72,0.4,0.0094,1012.78,2,9.58,172,2.37
Langlade County,Wisconsin,Winter,45.05855,-89.08323,1/12/2016,Class A,5.97,-10.46,-6.73,0.71,0.36,0.09,0,1015.22,1,9.01,306,8.86
Harrison County,Ohio,Fall,40.40611,-81.13733,2/29/2020,Class A,31.58,18.13,13.52,0.62,0.33,0.2,0.0006,1019.9,3,10,277,9.14
Lane County,Oregon,Winter,44.05917,-122.9343,1/20/2016,Class B,47.4,47.26,40.1,0.85,0.89,0.39,0.0026,1020.29,1,9.83,152,1.16
St. Clair County,Illinois,Winter,38.4335,-89.7915,1/27/2016,Class B,40.51,34.11,24.12,0.67,0.51,0.62,0,1024.53,3,7.08,207,1.69
St. Clair County,Illinois,Spring,38.4326,-89.79143,1/27/2016,Class B,40.52,34.12,24.12,0.67,0.51,0.62,0,1024.53,3,7.08,207,1.69
Dane County,Wisconsin,Winter,43.0625,-89.3179,1/18/2016,Class A,4.59,-4.33,-11.21,0.66,0,0.32,0,1027.31,2,10,290,3.68
Waldo County,Maine,Fall,44.6908,-69.3614,1/30/2016,Class B,36.03,31.63,25.51,0.8,0.74,0.71,0.0003,1012.48,2,9.62,251,1.48
Bay County,Florida,Summer,30.1766,-85.8055,7/14/2015,Class B,86.93,84.34,77.4,0.81,0.12,0.96,0.0015,1012.8,11,9.75,236,6.03
Parker County,Texas,Winter,32.75,-97.75,11/30/1976,Class B,55.79,28.95,18.33,0.44,0,0.32,0,1027.21,3,9.88,215,5.89
Forest County,Pennsylvania,Summer,41.51954,-78.87955,6/5/2010,Class A,77.54,64.47,64.39,0.88,0.77,0.77,0.001,1007.28,8,7.46,231,4.6
Columbiana County,Ohio,Fall,40.92344,-80.84042,10/20/2015,Class A,70.88,42.46,38.98,0.52,0.32,0.25,0,1023.13,4,4.64,226,2.3
Marinette County,Wisconsin,Summer,45.15,-87.6779,6/20/2004,Class A,73.02,56.13,46.31,0.59,0.3,0.09,0,1016,7,9.82,218,8.26
Berkshire County,Massachusetts,Winter,42.08354,-73.47686,2/28/2016,Class B,52.61,38.47,27.71,0.63,0.18,0.68,0,1009.19,4,10,212,2.34
Cook County,Illinois,Fall,41.53887,-87.62597,3/14/2016,Class B,51.35,46.1,45.57,0.92,0.99,0.21,0.0012,1006.24,3,5.88,337,0.42
Marinette County,Wisconsin,Fall,45.64585,-88.0896,11/19/2014,Class A,19.36,8.14,8.18,0.79,0.84,0.91,0,1007.21,1,6.62,277,1.8
Pierce County,Washington,Spring,47.172,-122.1625,3/16/2016,Class B,49.49,31.85,37.03,0.81,0.56,0.29,0,1027.14,4,10,344,0.98
San Diego County,California,Summer,33.32237,-116.8782,7/13/1988,Class B,62.49,48.44,52.28,0.97,0.63,0.01,,1013.42,10,7.37,219,3.1
Luzerne County,Pennsylvania,Spring,41.32501,-75.74288,3/23/2016,Class B,67.82,41.93,32.42,0.45,0,0.51,0,1013.36,6,10,237,1.39
Clay County,Texas,Summer,33.675,-98.225,6/17/2015,Class A,73.15,69.99,70.56,0.94,0.91,0.04,0.0578,1011.98,5,7.15,1,5.2
Dubuque County,Iowa,Fall,42.33531,-90.93558,11/30/2015,Class A,39.54,32.26,33.88,0.91,1,0.67,0.017,1018.28,1,6.34,96,4.17
Greenup County,Kentucky,Fall,38.31738,-82.51773,9/9/1990,Class A,84.37,67.28,68.85,0.86,0.84,0.66,0.0682,1015.1,5,5.21,215,4.15
King County,Washington,Spring,47.6016,-121.6785,4/5/2016,Class B,44.96,33.52,39.45,0.99,0.8,0.94,0,1033.31,4,9.56,181,0.78
Stevens County,Washington,Fall,48.80483,-117.5853,10/24/2013,Class B,59.25,33.69,39.73,0.89,,0.69,0,1022.8,0,8.59,335,0.41
Lee County,Texas,Spring,30.40335,-97.2836,12/8/2014,Class A,63.55,42.33,47.49,0.8,0.56,0.58,0,1026.54,3,9.94,351,1.56
Berkshire County,Massachusetts,Spring,42.63678,-73.16617,4/30/2016,Class B,55.59,39.37,37.24,0.74,0.66,0.77,0,1021.45,9,8.98,247,0.66
Jackson County,Missouri,Spring,39.00875,-94.30658,5/5/2016,Class B,72.88,48.63,41.01,0.54,0,0.96,0,1017.02,10,10,9,0.58
Worcester County,Massachusetts,Spring,42.08363,-71.83971,5/9/2016,Class B,64.74,35.84,33.38,0.5,0.28,0.11,0,1013.69,8,10,288,2.44
Gallatin County,Montana,Spring,45.61331,-110.7897,5/30/2016,Class B,55.02,33.25,34.43,0.63,0.65,0.8,0.0007,1015.75,7,9.8,290,4.14
York County,Maine,Winter,43.6676,-70.6235,2/27/2016,Class B,33.72,32.41,9.39,0.52,0,0.65,0,1013.5,4,10,213,2.09
Pierce County,Washington,Spring,47.07405,-122.4428,5/29/2016,Class A,63.31,43.24,49.53,0.78,0.73,0.76,0.0002,1020.32,5,9.96,282,0.53
Hillsborough County,New Hampshire,Spring,42.78378,-71.77646,7/8/2016,Class B,70.66,57.01,60.74,0.87,0.95,0.15,0,1011.82,5,8.9,87,0.5
Vermilion County,Illinois,Fall,40.09169,-87.71541,11/12/2015,Class B,53.77,35.41,39.71,0.71,0.56,0.03,0.0004,1007.41,2,10,252,15.2
Middlesex County,Connecticut,Summer,41.38609,-72.30142,7/3/2016,Class B,78.73,62.27,56.11,0.65,0.04,0.97,0,1017.77,10,10,242,2.08
St. Clair County,Illinois,Summer,38.43189,-89.87113,6/29/1996,Class A,94.97,70.91,68.38,0.66,0.4,0.44,,1018.49,7,,204,5.92
Lawrence County,Missouri,Fall,36.589,-93.3945,11/12/1997,Class B,37.18,33.61,33.66,0.89,1,0.43,,1018.14,2,4.67,96,7.1
Wilbarger County,Texas,Spring,34.31,-99.295,7/23/2016,Class B,100.36,74.91,65.55,0.5,0.02,0.63,0,1011.09,11,10,166,7.02
Sullivan County,New Hampshire,Summer,43.41549,-72.33093,6/7/2016,Class A,74.69,53.8,54.64,0.79,0.61,0.1,0.001,998.87,6,9.7,262,0.49
Baxter County,Arkansas,Winter,36.37399,-92.27071,12/15/2003,Class A,57.48,36.8,39.11,0.7,0.41,0.72,,1008.03,2,9.87,168,10.58
Marshall County,Illinois,Fall,41.02524,-89.45454,8/16/2016,Class B,85.38,67.95,69.21,0.81,0.47,0.44,0.0015,1017.22,7,7.75,310,0.74
White County,Arkansas,Fall,35.255,-91.50301,11/26/2015,Class A,70.41,60.5,55.92,0.76,0.92,0.54,0,1027.08,2,10,150,2.72
Ogemaw County,Michigan,Summer,44.48875,-83.88607,9/6/2016,Class B,88.06,69.73,69.14,0.82,0.24,0.17,0.0008,1017.05,6,9.93,218,3.79
Oceana County,Michigan,Unknown,43.55,-86.325,6/15/1976,Class B,78.39,58.4,62.4,0.72,0.59,0.62,0.0105,1005.11,5,7.96,207,16.71
Levy County,Florida,Fall,29.23723,-83.00198,9/11/2016,Class A,88.82,77.42,75.24,0.8,0.26,0.32,0.0012,1018.24,8,9.73,134,2.1
Gogebic County,Michigan,Summer,46.3018,-89.91997,8/15/2016,Class A,77.35,57.2,58.75,0.8,0.11,0.4,0,1018.84,7,9.72,211,0.78
Tazewell County,Illinois,Winter,40.67855,-89.49032,10/3/2016,Class A,68.98,57.38,55.55,0.81,0.8,0.09,0,1018.12,3,9.91,87,0.21
Washington County,New York,Spring,43.35086,-73.34347,6/17/2015,Class B,72.72,53.02,52.56,0.7,0.04,0.04,0,1019.71,10,10,356,0.43
New London County,Connecticut,Summer,41.38695,-71.95564,10/14/2016,Class B,60.04,37.06,39.96,0.69,0,0.44,0,1025.2,4,10,345,2.49
Johnson County,Kansas,Summer,38.5735,-94.477,7/15/2013,Class B,88.84,70.35,66.66,0.67,0.17,0.24,0,1020.11,8,9.54,100,2.13
Larue County,Kentucky,Fall,37.51867,-86.05289,1/29/2017,Class A,36.02,23.6,25.29,0.7,0.95,0.05,0,1011.82,2,9.69,286,5.47
Macoupin County,Illinois,Fall,39.4383,-89.86021,1/20/2017,Class A,50.74,48.26,45.67,0.94,0.96,0.77,0.0066,1003.09,2,4.75,169,2.54
Cape May County,New Jersey,Fall,39.22348,-74.69759,11/16/2016,Class B,60.4,46.62,39.74,0.69,0.34,0.58,0.0001,1010.34,3,9.86,267,2.77
Miller County,Missouri,Summer,38.1875,-92.337,8/18/2016,Class B,89.15,69.94,70.01,0.75,0.2,0.51,0,1018.5,7,10,175,2.27
Haralson County,Georgia,Winter,33.81871,-85.10207,12/3/2016,Class A,52.73,42.63,36.09,0.79,0.47,0.13,0.0026,1024.74,3,9.46,354,0.47
Polk County,Arkansas,Winter,34.4125,-94.1125,12/2/2016,Class A,61.06,42.05,32.65,0.7,0.07,0.1,0,1021.93,3,10,101,0.58
Hernando County,Florida,Winter,28.55359,-82.63696,12/22/2016,Class B,74.15,56.41,48.37,0.72,0,0.8,0,1022.77,4,8.84,19,0.58
Madison County,Illinois,Fall,38.66736,-89.87602,1/20/2017,Class B,54.7,49.53,48.39,0.93,0.83,0.77,0.0033,1002.68,2,7.54,158,1.99
Pierce County,Washington,Fall,47.1862,-122.1054,4/30/2018,Class B,55.18,46.67,43.66,0.81,0.97,0.53,0,1020.74,4,9.88,209,0.88
Berkshire County,Massachusetts,Fall,42.07867,-73.38644,9/11/2015,Class B,75.7,55.02,61.13,0.86,0.67,0.95,0.0072,1007.45,5,9.33,358,1.1
Spokane County,Washington,Winter,47.73081,-117.159,1/8/2017,Class B,24.21,21.96,20.18,0.97,0.95,0.37,0.0015,1014.99,1,3.76,40,2.61
Jackson County,Missouri,Spring,38.99353,-94.22043,3/5/2014,Class A,43.02,23.96,25.95,0.71,0.33,0.16,0,1021.99,5,9.11,14,1.78
Ocean County,New Jersey,Fall,39.98216,-74.36187,11/21/2016,Class A,42.8,37.5,21.93,0.5,0.84,0.76,0,1007.88,2,10,281,8
Delta County,Michigan,Fall,45.89259,-87.04828,11/26/2016,Class B,40.55,26.72,29.63,0.87,0.34,0.91,0,1024.05,1,9.92,265,2.74
Grant Parish,Louisiana,Winter,31.368,-92.422,1/21/2017,Class B,71.05,53.83,61.19,0.91,0.51,0.8,0.0106,1001.69,4,8.11,156,2.22
Pulaski County,Arkansas,Winter,34.85324,-92.25454,2/10/2017,Class A,68.99,61.85,39.95,0.7,0.21,0.49,0,1021.48,4,10,199,3.48
San Bernardino County,California,Summer,34.33843,-117.1776,7/1/2009,Class B,84.47,62.92,41.28,0.31,0.25,0.33,0,1008.91,7,10,210,2.09
York County,Maine,Winter,43.2045,-70.81187,2/14/2017,Class B,32.47,19.89,16.07,0.74,0.09,0.63,0.0006,1009.95,3,9.94,235,0.48
Guernsey County,Ohio,Winter,40.14003,-81.49033,2/12/2017,Class B,55.8,31.32,41.96,0.79,0.85,0.56,0.014,1011.37,3,2.96,285,3.08
Bonner County,Idaho,Winter,48.1964,-116.99,12/26/2015,Class A,25.68,21.5,20.06,0.89,1,0.55,0,1036.26,1,3.97,232,0.14
Kittitas County,Washington,Winter,47.20113,-121.0161,1/27/2016,Class A,40.01,37.17,32.54,0.8,1,0.62,0.0002,1027.01,1,4.29,111,0.53
Carroll County,Ohio,Fall,40.68514,-81.02382,10/17/2001,Class B,46.06,27.07,31.21,0.69,0.73,0.04,0.0009,1020.54,3,9.97,290,11.71
Hamilton County,Ohio,Fall,39.26903,-84.25986,10/12/2013,Class B,77.81,54.98,55.63,0.77,0.03,0.28,0,1018.49,5,4.56,139,0.2
Rabun County,Georgia,Fall,34.8804,-83.31311,11/8/2014,Class A,58.01,37.05,33.84,0.65,0,0.57,0,1016.73,4,10,157,0.49
Latah County,Idaho,Winter,46.97822,-116.923,2/15/2011,Class A,37.31,31.25,33.28,0.93,0.99,0.42,0.0241,1005.6,2,1.218,184,1.75
Washington County,Illinois,Spring,38.33912,-89.35323,5/18/2000,Class A,77.57,58.84,63.41,0.68,0.53,0.52,,1008.43,7,8.79,196,13.93
St. Francois County,Missouri,Spring,37.5965,-90.4935,4/13/2017,Class B,81.76,60.3,47.29,0.5,0.21,0.58,0,1022.82,8,9.91,189,2.64
Umatilla County,Oregon,Winter,45.66721,-118.7056,11/7/2012,Class B,53.8,30.91,36.69,0.66,0.32,0.78,0.0029,1016.8,2,9.96,240,4.37
Buchanan County,Iowa,Summer,42.51633,-91.96428,8/15/2013,Class B,75.82,51.78,54.01,0.69,0.08,0.3,0,1020.24,8,8.46,195,1.03
Tarrant County,Texas,Spring,32.675,-97.025,4/2/2016,Class B,69.24,45.66,34.88,0.48,0.01,0.83,0,1022.44,9,10,322,1.72
Ottawa County,Oklahoma,Winter,36.94679,-94.71512,3/16/2001,Class A,45.88,24.95,32.05,0.79,0.75,0.76,,1017,4,9.889,325,12.8
Pulaski County,Arkansas,Fall,34.92336,-92.30519,9/15/1976,Class A,86.42,61.1,61.89,0.72,0.25,0.72,0,1019.31,7,6.54,127,1
Van Zandt County,Texas,Fall,32.31565,-95.48672,10/30/2015,Class A,63.87,64.07,57.94,0.87,0.69,0.62,0.027,1010.36,4,8.75,128,3.66
Rusk County,Texas,Fall,31.86794,-94.95061,11/15/2017,Class A,75.47,63.56,60.75,0.81,0.96,0.92,0,1018.01,3,9.75,191,2.68
Williamson County,Texas,Summer,30.51559,-97.67403,6/23/2017,Class A,100.46,78.35,73.11,0.64,0.06,0.98,0,1006.99,11,9.82,166,2.31
Valley County,Idaho,Summer,44.64824,-115.6803,6/25/2017,Class B,84.11,46.77,41.92,0.48,0,0.06,0,1018.28,11,1.24,287,0.6
Hocking County,Ohio,Summer,39.56573,-82.49833,6/25/2017,Class B,75.98,51.96,51.58,0.61,0.15,0.06,0,1018.73,10,2.65,272,2.68
Jefferson County,Washington,Winter,47.82243,-124.195,2/25/2017,Class A,41.62,33.99,29.02,0.76,0.59,0.97,0.0016,1021.53,2,9.95,201,1.01
Oneida County,Idaho,Summer,42.10072,-112.2149,6/17/2017,Class B,74.44,49.62,45.74,0.5,0.49,0.76,0,1013.1,9,6.27,341,4.85
Union County,Illinois,Fall,37.56937,-89.36241,10/29/2013,Class A,57.05,57.53,50.64,0.99,0.7,0.83,0.009,1022.59,3,5.17,128,1.16
Manatee County,Florida,Summer,27.35273,-82.22301,7/10/2017,Class A,91.31,73.47,73.92,0.84,0.23,0.54,0.0206,1017.83,10,9.87,116,1.15
Valley County,Idaho,Summer,44.95277,-116.0542,7/1/2007,Class A,81.7,52,34.95,0.38,0,0.54,0,1015.56,10,10,206,2.17
Polk County,Florida,Summer,27.93991,-81.67247,8/2/2017,Class B,87,73.4,74.2,0.9,0.32,0.34,0.0069,1018.64,9,9.97,194,1.66
Onondaga County,New York,Summer,43.00972,-76.10047,10/6/2017,Class B,66.18,61.48,55.94,0.88,0.91,0.53,0.002,1018.13,3,9.85,218,0.17
Transylvania County,North Carolina,Fall,35.1685,-82.488,9/10/2011,Class A,80.38,50.5,53.1,0.63,0.04,0.46,0,1015.4,8,9.926,355,5.78
Bonner County,Idaho,Summer,48.75694,-116.7338,8/5/2017,Class B,80.84,54.59,45.2,0.46,0,0.44,0,1013.03,8,1.24,18,0.29
Hocking County,Ohio,Summer,39.57143,-82.49968,8/13/2017,Class B,80.44,60.88,59.61,0.77,0.07,0.7,0,1017.03,9,2.32,67,0.45
Madison County,Illinois,Summer,38.74625,-89.8774,8/19/2017,Class B,90.77,69.96,68.5,0.72,0.11,0.93,0,1013.03,8,9.87,255,0.47
Boone County,Missouri,Spring,38.93704,-92.32704,5/1/2000,Class A,76.08,58.09,56.44,0.69,0.71,0.91,0.0005,1012.53,8,9.65,242,1.67
Morgan County,Tennessee,Summer,36.105,-84.38335,8/26/2018,Class B,84.28,66.29,68.19,0.85,0.13,0.51,0,1022.26,7,8.58,210,0.67
Mason County,Washington,Summer,47.57132,-123.1586,8/28/2017,Class B,83.68,57.52,55.79,0.67,0,0.23,0,1012.02,7,10,58,0.33
Burleson County,Texas,Summer,30.55738,-96.42506,9/2/2017,Class B,91.95,72.34,70.08,0.71,0.13,0.38,0,1016.47,8,9.07,165,0.48
Wasco County,Oregon,Summer,45.33935,-121.3226,9/1/2017,Class B,90.09,61.99,41.72,0.36,0,0.35,0,1015.87,7,9.59,31,0.15
Stevens County,Washington,Fall,48.2914,-117.4546,9/3/2017,Class B,90.17,51.43,42.68,0.44,0,0.42,0,1015.93,6,1.24,215,0.33
Sangamon County,Illinois,Fall,39.75318,-89.56226,9/16/2017,Class A,89.71,68.92,64.19,0.69,0.2,0.88,0,1016.88,5,10,180,3.31
Litchfield County,Connecticut,Summer,41.82935,-73.15157,10/18/2017,Class B,69.62,40.61,42.58,0.74,0,0.97,0,1025.1,4,10,247,0.21
Warren County,Iowa,Fall,41.52387,-93.4371,11/13/1982,Class A,30.68,27.67,9.86,0.58,0.66,0.94,0,1026.08,2,10,162,6.54
Sandusky County,Ohio,Fall,41.29247,-83.05098,10/28/2017,Class A,41.51,38.58,34.9,0.84,0.95,0.28,0.0323,1011.36,2,0.78,227,3.71
Iosco County,Michigan,Fall,44.42654,-83.37971,10/5/2017,Class B,67.09,53.95,45.77,0.67,0.26,0.49,0,1020.15,4,10,259,7.65
Northampton County,Pennsylvania,Fall,40.8495,-75.327,11/17/2017,Class A,43.77,23.2,25.68,0.65,0.38,0.97,0,1018.72,2,10,309,3.37
Denton County,Texas,Winter,33.25,-97.05,11/25/2017,Class B,71.85,45.83,43.51,0.55,0.08,0.22,0,1015.86,3,10,51,1.42
Mahoning County,Ohio,Fall,40.94825,-80.69776,11/12/2013,Class A,34.32,25.87,26,0.85,0.77,0.34,0.0016,1029.7,2,2.22,334,2.46
Knox County,Ohio,Winter,40.36462,-82.24197,1/5/2018,Class B,11.27,-4.53,-2.49,0.69,0.49,0.63,0,1026.48,2,1.98,283,2.9
Denton County,Texas,Fall,33.04,-97.18,12/20/2017,Class B,61.6,48.6,53.02,0.92,0.61,0.08,0.0001,1013.96,2,5.69,202,0.3
Stearns County,Minnesota,Winter,45.8,-94.27725,3/17/2018,Class A,46.3,22.91,14.98,0.54,0,0.01,0,1018.65,5,10,263,0.44
Clinton County,Missouri,Winter,39.502,-94.29428,1/29/2018,Class A,29.85,16.94,11.96,0.7,0.34,0.43,0,1036.15,3,9.91,341,3.61
Union County,Illinois,Fall,37.56937,-89.36241,11/12/2013,Class A,36.56,18.37,23.15,0.71,0.45,0.34,0.0002,1037.68,3,6.95,353,6.07
Belmont County,Ohio,Winter,40.10975,-80.85938,1/21/2018,Class B,49.71,43.48,39.67,0.88,1,0.14,0.0002,1020.25,2,2.54,211,0.83
Randolph County,West Virginia,Summer,38.9695,-79.7625,7/29/2017,Class B,65.71,53.33,59.1,0.92,0.9,0.22,0.0387,1012.77,5,5.68,359,2.43
Berrien County,Georgia,Summer,31.08012,-83.16414,6/15/2000,Class A,95.37,69.39,69.02,0.74,0.78,0.47,,1016.7,6,6.898,176,5
Madison County,Idaho,Summer,43.86739,-111.8617,6/25/2015,Class B,85.94,53.91,45.01,0.4,0,0.29,0,1015.93,10,1.84,158,1.5
Washington County,Wisconsin,Spring,43.21667,-88.31644,3/25/2018,Class B,35.28,28.53,17.47,0.6,0,0.29,0,1029.98,6,10,89,5.07
Seminole County,Florida,Winter,28.42146,-81.23721,1/31/2017,Class A,69.82,44.16,43.53,0.72,0,0.12,0,1024.18,5,10,218,0.43
Skagit County,Washington,Spring,48.48157,-122.1845,4/6/2018,Class B,60.99,50.11,49.77,0.89,0.88,0.71,0.0003,1007.7,4,7.05,111,1.14
Ocean County,New Jersey,Spring,39.94853,-74.42721,4/7/2018,Class B,44.53,31.82,27.24,0.51,0.8,0.73,0,1010.4,4,10,329,2.28
Iosco County,Michigan,Fall,44.49427,-83.40396,11/14/2016,Class B,59.19,36.5,37.97,0.72,0,0.52,0,1011.6,2,9.998,216,6.71
Logan County,Oklahoma,Summer,35.68081,-97.26022,5/16/2003,Class B,71.91,58.03,63.33,0.89,0.88,0.54,0.0075,1003.7,6,8.576,37,12.76
Sawyer County,Wisconsin,Spring,45.95919,-91.30911,5/6/2018,Class B,70.1,45.28,38.06,0.51,0.28,0.71,0.0001,1018.98,9,10,10,1.49
Clay County,Missouri,Spring,39.2475,-94.271,5/19/2012,Class A,84.49,64.88,58.71,0.56,0.05,0.96,0,1010.25,10,10,165,4.37
Madison County,Arkansas,Summer,36.1655,-93.5515,8/14/2002,Class B,74.83,67.64,64.27,0.87,0.85,0.22,0.0264,1013.7,5,8.56,203,3.54
Manatee County,Florida,Summer,27.40743,-82.12901,6/1/2018,Class B,86.53,72.8,73.54,0.85,0.1,0.6,0,1015.51,11,9.97,269,1.48
Delta County,Michigan,Spring,46.06728,-87.15701,5/30/2018,Class B,76.85,61.22,60.17,0.78,0.36,0.54,0.0068,1008.6,9,6.241,124,3.98
Missoula County,Montana,Summer,46.93335,-113.8334,6/19/2018,Class B,56.92,43.86,47.5,0.93,0.89,0.24,0.0031,1019.3,6,9.997,311,3.72
Columbia County,Oregon,Summer,45.85606,-123.1691,6/24/2018,Class A,84.26,54.63,53.18,0.68,0.03,0.4,0,1013.58,9,10,312,2.02
Shasta County,California,Summer,40.7729,-122.1024,7/15/2014,Class B,94.37,70.05,50.02,0.32,0,0.62,0,1011.01,10,10,162,0.74
Crittenden County,Arkansas,Summer,35.738,-90.1355,6/17/2006,Class A,85.39,69.92,68.78,0.79,0.37,0.72,0.0151,1015.94,8,8.58,180,2.98
Thurston County,Nebraska,Spring,42.15685,-96.34203,5/25/2018,Class B,93.4,62,62.77,0.61,0.06,0.38,0,1008.07,10,8.25,193,3.33
Warren County,New York,Summer,43.55915,-73.34116,8/7/2018,Class A,87.29,69.98,69.18,0.8,0.31,0.86,0.0032,1013.84,8,5.73,212,1.27
Martin County,Indiana,Summer,38.63472,-86.79333,8/26/2018,Class A,89.46,74.3,72.64,0.77,0.24,0.52,0,1019.6,9,9.849,214,2.6
Hartford County,Connecticut,Summer,41.42178,-72.85863,8/4/2018,Class A,80.56,68.73,72.54,0.87,0.71,0.75,0.0273,1018.46,5,9.21,196,3.85
Clermont County,Ohio,Spring,38.99484,-84.10731,4/21/2018,Class A,61.59,46.56,27.02,0.42,0,0.2,0,1028.88,9,3.54,64,1.57
Stevens County,Washington,Summer,48.15997,-118.0387,7/15/2013,Class B,78.54,50.2,40.18,0.42,0,0.24,0,1014.06,9,9.94,347,1.78
Pierce County,Washington,Fall,47.2255,-121.805,9/30/2018,Class B,54.04,47.94,43.79,0.79,0.95,0.7,0.0004,1011.6,3,2.973,138,4.34
